,PATCODE
16638,58.0
16639,59.0
16640,60.0
16641,61.0
16642,62.0
16643,63.0
16644,64.0
16645,65.0
16646,66.0
16647,67.0
16648,68.0
16649,69.0
16650,70.0
16651,71.0
16652,72.0
16653,73.0
16654,74.0
16655,75.0
16656,76.0
16657,77.0
16658,78.0
16659,79.0
16660,80.0
16661,81.0
16662,82.0
16663,83.0
16664,84.0
16665,85.0
16666,86.0
16667,87.0
16668,88.0
16669,89.0
16670,90.0
16671,91.0
16672,1.0
16673,2.0
16674,3.0
16675,4.0
16676,5.0
16677,6.0
16678,7.0
16679,8.0
16680,9.0
16681,10.0
16682,11.0
16683,12.0
16684,13.0
16685,14.0
16686,15.0
16687,16.0
16688,17.0
16689,18.0
16690,19.0
16691,20.0
16692,21.0
16693,22.0
16694,23.0
16695,24.0
16696,25.0
16697,26.0
16698,27.0
16699,28.0
16700,29.0
16701,30.0
16702,31.0
16703,32.0
16704,33.0
16705,34.0
16706,35.0
16707,36.0
16708,37.0
16709,38.0
16710,39.0
16711,40.0
16712,41.0
16713,42.0
16714,43.0
16715,44.0
16716,45.0
16717,46.0
16718,47.0
16719,48.0
16720,49.0
16721,50.0
16722,51.0
16723,52.0
16724,53.0
16725,54.0
16726,55.0
16727,56.0
16728,57.0
16729,58.0
16730,59.0
16731,60.0
16732,61.0
16733,62.0
16734,63.0
16735,64.0
16736,65.0
16737,66.0
16738,67.0
16739,68.0
16740,69.0
16741,70.0
16742,71.0
16743,72.0
16744,73.0
16745,74.0
16746,75.0
16747,76.0
16748,77.0
16749,78.0
16750,79.0
16751,80.0
16752,81.0
16753,82.0
16754,83.0
16755,84.0
16756,85.0
16757,86.0
16758,87.0
16759,88.0
16760,89.0
16761,90.0
16762,91.0
16763,92.0
16764,93.0
16765,94.0
16766,95.0
16767,96.0
16768,97.0
16769,98.0
16770,99.0
16771,100.0
16772,1.0
16773,2.0
16774,3.0
16775,4.0
16776,5.0
16777,6.0
16778,7.0
16779,8.0
16780,9.0
16781,10.0
16782,11.0
16783,12.0
16784,13.0
16785,14.0
16786,15.0
16787,16.0
16788,17.0
16789,18.0
16790,19.0
16791,20.0
16792,21.0
16793,22.0
16794,23.0
16795,24.0
16796,25.0
16797,26.0
16798,27.0
16799,28.0
16800,29.0
16801,30.0
16802,31.0
16803,32.0
16804,33.0
16805,34.0
16806,35.0
16807,36.0
16808,37.0
16809,38.0
16810,39.0
16811,40.0
16812,41.0
16813,42.0
16814,43.0
16815,44.0
16816,45.0
16817,46.0
16818,47.0
16819,48.0
16820,49.0
16821,50.0
16822,51.0
16823,52.0
16824,53.0
16825,54.0
16826,55.0
16827,56.0
16828,57.0
16829,58.0
16830,59.0
16831,60.0
16832,61.0
16833,62.0
16834,63.0
16835,64.0
16836,65.0
16837,66.0
16838,67.0
16839,68.0
16840,69.0
16841,70.0
16842,71.0
16843,72.0
16844,73.0
16845,74.0
16846,75.0
16847,76.0
16848,77.0
16849,78.0
16850,79.0
16851,80.0
16852,81.0
16853,82.0
16854,83.0
16855,84.0
16856,85.0
16857,86.0
16858,87.0
16859,88.0
16860,89.0
16861,90.0
16862,91.0
16863,92.0
16864,93.0
16865,94.0
16866,95.0
16867,96.0
16868,97.0
16869,98.0
16870,99.0
16871,100.0
16872,101.0
16873,102.0
16874,103.0
16875,104.0
16876,105.0
16877,106.0
16878,107.0
16879,108.0
16880,109.0
16881,110.0
16882,111.0
16883,112.0
16884,113.0
16885,114.0
16886,115.0
16887,116.0
16888,117.0
16889,118.0
16890,119.0
16891,120.0
16892,121.0
16893,122.0
16894,123.0
16895,124.0
16896,125.0
16897,126.0
16898,127.0
16899,128.0
16900,129.0
16901,130.0
16902,131.0
16903,132.0
16904,133.0
16905,134.0
16906,135.0
16907,136.0
16908,137.0
16909,138.0
16910,139.0
16911,140.0
16912,141.0
16913,142.0
16914,143.0
16915,144.0
16916,145.0
16917,146.0
16918,147.0
16919,148.0
16920,149.0
16921,150.0
16922,151.0
16923,152.0
16924,153.0
16925,1.0
16926,2.0
16927,3.0
16928,4.0
16929,5.0
16930,6.0
16931,7.0
16932,8.0
16933,9.0
16934,10.0
16935,11.0
16936,12.0
16937,13.0
16938,14.0
16939,15.0
16940,16.0
16941,17.0
16942,18.0
16943,19.0
16944,20.0
16945,21.0
16946,22.0
16947,23.0
16948,24.0
16949,25.0
16950,26.0
16951,27.0
16952,28.0
16953,29.0
16954,30.0
16955,31.0
16956,32.0
16957,33.0
16958,34.0
16959,35.0
16960,36.0
16961,37.0
16962,38.0
16963,39.0
16964,40.0
16965,41.0
16966,42.0
16967,43.0
16968,44.0
16969,45.0
16970,1.0
16971,2.0
16972,3.0
16973,4.0
16974,5.0
16975,6.0
16976,7.0
16977,8.0
16978,9.0
16979,10.0
16980,11.0
16981,12.0
16982,13.0
16983,14.0
16984,15.0
16985,16.0
16986,17.0
16987,18.0
16988,19.0
16989,20.0
16990,21.0
16991,22.0
16992,23.0
16993,24.0
16994,25.0
16995,26.0
16996,27.0
16997,28.0
16998,29.0
16999,30.0
17000,31.0
17001,32.0
17002,33.0
17003,34.0
17004,35.0
17005,36.0
17006,37.0
17007,38.0
17008,39.0
17009,40.0
17010,41.0
17011,1.0
17012,2.0
17013,3.0
17014,4.0
17015,5.0
17016,6.0
17017,7.0
17018,8.0
17019,9.0
17020,10.0
17021,11.0
17022,12.0
17023,13.0
17024,14.0
17025,15.0
17026,16.0
17027,17.0
17028,18.0
17029,19.0
17030,20.0
17031,21.0
17032,22.0
17033,23.0
17034,24.0
17035,25.0
17036,26.0
17037,27.0
17038,28.0
17039,29.0
17040,30.0
17041,31.0
17042,32.0
17043,33.0
17044,34.0
17045,35.0
17046,36.0
17047,37.0
17048,38.0
17049,39.0
17050,40.0
17051,41.0
17052,42.0
17053,43.0
17054,44.0
17055,45.0
17056,46.0
17057,47.0
17058,48.0
17059,49.0
17060,50.0
17061,51.0
17062,52.0
17063,53.0
17064,54.0
17065,55.0
17066,56.0
17067,57.0
17068,58.0
17069,59.0
17070,60.0
17071,61.0
17072,62.0
17073,63.0
17074,64.0
17075,65.0
17076,66.0
17077,67.0
17078,68.0
17079,69.0
17080,70.0
17081,71.0
17082,72.0
17083,73.0
17084,74.0
17085,75.0
17086,76.0
17087,77.0
17088,78.0
17089,79.0
17090,80.0
17091,81.0
17092,82.0
17093,83.0
17094,84.0
17095,85.0
17096,86.0
17097,1.0
17098,2.0
17099,3.0
17100,4.0
17101,5.0
17102,6.0
17103,7.0
17104,8.0
17105,9.0
17106,10.0
17107,11.0
17108,12.0
17109,13.0
17110,14.0
17111,15.0
17112,16.0
17113,17.0
17114,18.0
17115,19.0
17116,20.0
17117,21.0
17118,22.0
17119,23.0
17120,24.0
17121,25.0
17122,26.0
17123,27.0
17124,28.0
17125,29.0
17126,30.0
17127,31.0
17128,32.0
17129,33.0
17130,34.0
17131,35.0
17132,36.0
17133,37.0
17134,38.0
17135,39.0
17136,40.0
17137,41.0
17138,42.0
17139,43.0
17140,44.0
17141,45.0
17142,46.0
17143,47.0
17144,48.0
17145,49.0
17146,50.0
17147,51.0
17148,52.0
17149,53.0
17150,54.0
17151,55.0
17152,56.0
17153,57.0
17154,58.0
17155,59.0
17156,60.0
17157,61.0
17158,62.0
17159,63.0
17160,64.0
17161,65.0
17162,66.0
17163,67.0
17164,68.0
17165,69.0
17166,1.0
17167,2.0
17168,3.0
17169,4.0
17170,5.0
17171,6.0
17172,7.0
17173,8.0
17174,9.0
17175,10.0
17176,11.0
17177,12.0
17178,13.0
17179,14.0
17180,15.0
17181,16.0
17182,17.0
17183,18.0
17184,19.0
17185,20.0
17186,21.0
17187,22.0
17188,23.0
17189,24.0
17190,25.0
17191,26.0
17192,27.0
17193,28.0
17194,29.0
17195,30.0
17196,31.0
17197,32.0
17198,33.0
17199,34.0
17200,35.0
17201,36.0
17202,37.0
17203,38.0
17204,39.0
17205,40.0
17206,41.0
17207,42.0
17208,43.0
17209,44.0
17210,45.0
17211,46.0
17212,47.0
17213,48.0
17214,49.0
17215,50.0
17216,51.0
17217,52.0
17218,53.0
17219,54.0
17220,55.0
17221,56.0
17222,57.0
17223,58.0
17224,59.0
17225,60.0
17226,61.0
17227,62.0
17228,63.0
17229,64.0
17230,65.0
17231,66.0
17232,67.0
17233,68.0
17234,69.0
17235,70.0
17236,71.0
17237,72.0
17238,73.0
17239,74.0
17240,75.0
17241,76.0
17242,77.0
17243,78.0
17244,79.0
17245,80.0
17246,81.0
17247,82.0
17248,83.0
17249,84.0
17250,85.0
17251,86.0
17252,87.0
17253,88.0
17254,89.0
17255,90.0
17256,91.0
17257,92.0
17258,93.0
17259,94.0
17260,95.0
17261,96.0
17262,97.0
17263,98.0
17264,99.0
17265,1.0
17266,2.0
17267,3.0
17268,4.0
17269,5.0
17270,6.0
17271,7.0
17272,8.0
17273,9.0
17274,10.0
17275,11.0
17276,12.0
17277,13.0
17278,14.0
17279,15.0
17280,16.0
17281,17.0
17282,18.0
17283,19.0
17284,20.0
17285,21.0
17286,22.0
17287,23.0
17288,24.0
17289,25.0
17290,26.0
17291,27.0
17292,28.0
17293,29.0
17294,30.0
17295,31.0
17296,32.0
17297,33.0
17298,34.0
17299,35.0
17300,36.0
17301,37.0
17302,38.0
17303,39.0
17304,40.0
17305,41.0
17306,42.0
17307,43.0
17308,44.0
17309,45.0
17310,46.0
17311,47.0
17312,48.0
17313,49.0
17314,50.0
17315,51.0
17316,52.0
17317,53.0
17318,54.0
17319,55.0
17320,56.0
17321,57.0
17322,58.0
17323,59.0
17324,60.0
17325,61.0
17326,62.0
17327,63.0
17328,64.0
17329,65.0
17330,66.0
17331,67.0
17332,68.0
17333,69.0
17334,70.0
17335,71.0
17336,72.0
17337,73.0
17338,74.0
17339,75.0
17340,76.0
17341,77.0
17342,78.0
17343,79.0
17344,80.0
17345,81.0
17346,82.0
17347,83.0
17348,84.0
17349,85.0
17350,86.0
17351,87.0
17352,88.0
17353,89.0
17354,90.0
17355,91.0
17356,92.0
17357,93.0
17358,94.0
17359,95.0
17360,96.0
17361,97.0
17362,98.0
17363,99.0
17364,100.0
17365,101.0
17366,102.0
17367,103.0
17368,104.0
17369,105.0
17370,106.0
17371,107.0
17372,108.0
17373,109.0
17374,110.0
17375,111.0
17376,112.0
17377,113.0
17378,114.0
17379,115.0
17380,116.0
17381,117.0
17382,118.0
17383,119.0
17384,120.0
17385,121.0
17386,122.0
17387,123.0
17388,124.0
17389,125.0
17390,126.0
17391,127.0
17392,1.0
17393,2.0
17394,3.0
17395,4.0
17396,5.0
17397,6.0
17398,7.0
17399,8.0
17400,9.0
17401,10.0
17402,11.0
17403,12.0
17404,13.0
17405,14.0
17406,15.0
17407,16.0
17408,17.0
17409,18.0
17410,19.0
17411,20.0
17412,21.0
17413,22.0
17414,23.0
17415,24.0
17416,25.0
17417,26.0
17418,27.0
17419,28.0
17420,29.0
17421,30.0
17422,31.0
17423,32.0
17424,33.0
17425,34.0
17426,35.0
17427,36.0
17428,37.0
17429,38.0
17430,39.0
17431,40.0
17432,41.0
17433,42.0
17434,43.0
17435,44.0
17436,45.0
17437,46.0
17438,47.0
17439,48.0
17440,49.0
17441,50.0
17442,51.0
17443,52.0
17444,53.0
17445,54.0
17446,55.0
17447,56.0
17448,57.0
17449,58.0
17450,59.0
17451,60.0
17452,61.0
17453,62.0
17454,63.0
17455,64.0
17456,65.0
17457,66.0
17458,67.0
17459,68.0
17460,69.0
17461,70.0
17462,1.0
17463,2.0
17464,3.0
17465,4.0
17466,5.0
17467,6.0
17468,7.0
17469,8.0
17470,9.0
17471,10.0
17472,11.0
17473,12.0
17474,13.0
17475,14.0
17476,15.0
17477,16.0
17478,17.0
17479,18.0
17480,19.0
17481,20.0
17482,21.0
17483,22.0
17484,23.0
17485,24.0
17486,25.0
17487,26.0
17488,27.0
17489,28.0
17490,29.0
17491,30.0
17492,31.0
17493,32.0
17494,33.0
17495,34.0
17496,35.0
17497,36.0
17498,37.0
17499,38.0
17500,39.0
17501,40.0
17502,41.0
17503,42.0
17504,43.0
17505,44.0
17506,45.0
17507,46.0
17508,47.0
17509,48.0
17510,49.0
17511,50.0
17512,51.0
17513,52.0
17514,53.0
17515,54.0
17516,55.0
17517,56.0
17518,57.0
17519,58.0
17520,59.0
17521,60.0
17522,61.0
17523,62.0
17524,63.0
17525,64.0
17526,65.0
17527,66.0
17528,67.0
17529,68.0
17530,69.0
17531,70.0
17532,71.0
17533,72.0
17534,73.0
17535,74.0
17536,75.0
17537,76.0
17538,77.0
17539,78.0
17540,79.0
17541,80.0
17542,81.0
17543,82.0
17544,83.0
17545,84.0
17546,85.0
17547,86.0
17548,87.0
17549,88.0
17550,89.0
17551,90.0
17552,91.0
17553,92.0
17554,93.0
17555,94.0
17556,95.0
17557,96.0
17558,97.0
17559,98.0
17560,99.0
17561,100.0
17562,101.0
17563,102.0
17564,103.0
17565,104.0
17566,1.0
17567,2.0
17568,3.0
17569,4.0
17570,5.0
17571,6.0
17572,7.0
17573,8.0
17574,9.0
17575,10.0
17576,11.0
17577,12.0
17578,13.0
17579,14.0
17580,15.0
17581,16.0
17582,17.0
17583,18.0
17584,19.0
17585,20.0
17586,21.0
17587,22.0
17588,23.0
17589,24.0
17590,25.0
17591,26.0
17592,27.0
17593,28.0
17594,29.0
17595,30.0
17596,31.0
17597,32.0
17598,33.0
17599,34.0
17600,35.0
17601,36.0
17602,37.0
17603,38.0
17604,39.0
17605,40.0
17606,41.0
17607,42.0
17608,43.0
17609,44.0
17610,45.0
17611,46.0
17612,47.0
17613,48.0
17614,49.0
17615,50.0
17616,51.0
17617,52.0
17618,53.0
17619,54.0
17620,55.0
17621,56.0
17622,57.0
17623,58.0
17624,59.0
17625,60.0
17626,61.0
17627,62.0
17628,63.0
17629,64.0
17630,65.0
17631,66.0
17632,67.0
17633,68.0
17634,69.0
17635,70.0
17636,71.0
17637,72.0
17638,73.0
17639,74.0
17640,75.0
17641,76.0
17642,77.0
17643,78.0
17644,79.0
17645,80.0
17646,81.0
17647,82.0
17648,83.0
17649,84.0
17650,85.0
17651,86.0
17652,87.0
17653,88.0
17654,89.0
17655,90.0
17656,91.0
17657,92.0
17658,93.0
17659,94.0
17660,95.0
17661,96.0
17662,97.0
17663,98.0
17664,99.0
17665,100.0
17666,101.0
17667,102.0
17668,103.0
17669,104.0
17670,105.0
17671,106.0
17672,107.0
17673,108.0
17674,109.0
17675,110.0
17676,111.0
17677,112.0
17678,113.0
17679,114.0
17680,115.0
17681,116.0
17682,1.0
17683,2.0
17684,3.0
17685,4.0
17686,5.0
17687,6.0
17688,7.0
17689,8.0
17690,9.0
17691,10.0
17692,11.0
17693,12.0
17694,13.0
17695,14.0
17696,15.0
17697,16.0
17698,17.0
17699,18.0
17700,19.0
17701,20.0
17702,21.0
17703,22.0
17704,23.0
17705,24.0
17706,25.0
17707,26.0
17708,27.0
17709,28.0
17710,29.0
17711,30.0
17712,31.0
17713,32.0
17714,33.0
17715,34.0
17716,35.0
17717,36.0
17718,37.0
17719,38.0
17720,39.0
17721,40.0
17722,41.0
17723,42.0
17724,43.0
17725,44.0
17726,45.0
17727,46.0
17728,47.0
17729,48.0
17730,49.0
17731,50.0
17732,51.0
17733,52.0
17734,53.0
17735,54.0
17736,55.0
17737,56.0
17738,57.0
17739,58.0
17740,59.0
17741,60.0
17742,61.0
17743,62.0
17744,63.0
17745,64.0
17746,65.0
17747,66.0
17748,67.0
17749,68.0
17750,69.0
17751,70.0
17752,71.0
17753,72.0
17754,73.0
17755,74.0
17756,1.0
17757,2.0
17758,3.0
17759,4.0
17760,5.0
17761,6.0
17762,7.0
17763,8.0
17764,9.0
17765,10.0
17766,11.0
17767,12.0
17768,13.0
17769,14.0
17770,15.0
17771,16.0
17772,17.0
17773,18.0
17774,19.0
17775,20.0
17776,21.0
17777,22.0
17778,23.0
17779,24.0
17780,25.0
17781,26.0
17782,27.0
17783,28.0
17784,29.0
17785,30.0
17786,31.0
17787,32.0
17788,33.0
17789,34.0
17790,35.0
17791,36.0
17792,37.0
17793,38.0
17794,39.0
17795,40.0
17796,41.0
17797,42.0
17798,43.0
17799,44.0
17800,45.0
17801,46.0
17802,47.0
17803,48.0
17804,49.0
17805,50.0
17806,51.0
17807,52.0
17808,53.0
17809,54.0
17810,55.0
17811,56.0
17812,57.0
17813,58.0
17814,59.0
17815,60.0
17816,61.0
17817,62.0
17818,63.0
17819,64.0
17820,65.0
17821,66.0
17822,67.0
17823,68.0
17824,69.0
17825,70.0
17826,71.0
17827,72.0
17828,73.0
17829,74.0
17830,75.0
17831,76.0
17832,77.0
17833,78.0
17834,79.0
17835,80.0
17836,81.0
17837,82.0
17838,83.0
17839,84.0
17840,85.0
17841,86.0
17842,87.0
17843,88.0
17844,89.0
17845,90.0
17846,91.0
17847,92.0
17848,93.0
17849,94.0
17850,95.0
17851,96.0
17852,97.0
17853,98.0
17854,99.0
17855,1.0
17856,2.0
17857,3.0
17858,4.0
17859,5.0
17860,6.0
17861,7.0
17862,8.0
17863,9.0
17864,10.0
17865,11.0
17866,12.0
17867,13.0
17868,14.0
17869,15.0
17870,16.0
17871,17.0
17872,18.0
17873,19.0
17874,20.0
17875,21.0
17876,22.0
17877,23.0
17878,24.0
17879,25.0
17880,26.0
17881,27.0
17882,28.0
17883,29.0
17884,30.0
17885,31.0
17886,32.0
17887,33.0
17888,34.0
17889,35.0
17890,36.0
17891,37.0
17892,38.0
17893,39.0
17894,40.0
17895,41.0
17896,42.0
17897,43.0
17898,44.0
17899,45.0
17900,46.0
17901,47.0
17902,48.0
17903,49.0
17904,50.0
17905,51.0
17906,52.0
17907,53.0
17908,54.0
17909,55.0
17910,56.0
17911,57.0
17912,58.0
17913,59.0
17914,60.0
17915,61.0
17916,62.0
17917,63.0
17918,64.0
17919,65.0
17920,66.0
17921,67.0
17922,68.0
17923,69.0
17924,70.0
17925,71.0
17926,72.0
17927,73.0
17928,74.0
17929,75.0
17930,76.0
17931,77.0
17932,78.0
17933,79.0
17934,80.0
17935,81.0
17936,82.0
17937,83.0
17938,84.0
17939,85.0
17940,86.0
17941,87.0
17942,88.0
17943,89.0
17944,90.0
17945,91.0
17946,92.0
17947,93.0
17948,94.0
17949,95.0
17950,96.0
17951,97.0
17952,98.0
17953,99.0
17954,100.0
17955,101.0
17956,102.0
17957,103.0
17958,104.0
17959,105.0
17960,106.0
17961,107.0
17962,108.0
17963,109.0
17964,1.0
17965,2.0
17966,3.0
17967,4.0
17968,5.0
17969,6.0
17970,7.0
17971,8.0
17972,9.0
17973,10.0
17974,11.0
17975,12.0
17976,13.0
17977,14.0
17978,15.0
17979,16.0
17980,17.0
17981,18.0
17982,19.0
17983,20.0
17984,21.0
17985,22.0
17986,23.0
17987,24.0
17988,25.0
17989,26.0
17990,27.0
17991,28.0
17992,29.0
17993,30.0
17994,1.0
17995,2.0
17996,3.0
17997,4.0
17998,5.0
17999,6.0
18000,7.0
18001,8.0
18002,9.0
18003,10.0
18004,11.0
18005,12.0
18006,13.0
18007,14.0
18008,15.0
18009,16.0
18010,17.0
18011,18.0
18012,19.0
18013,20.0
18014,21.0
18015,22.0
18016,23.0
18017,24.0
18018,25.0
18019,26.0
18020,27.0
18021,28.0
18022,29.0
18023,30.0
18024,31.0
18025,32.0
18026,33.0
18027,34.0
18028,35.0
18029,36.0
18030,37.0
18031,38.0
18032,39.0
18033,40.0
18034,41.0
18035,42.0
18036,43.0
18037,44.0
18038,45.0
18039,46.0
18040,47.0
18041,48.0
18042,49.0
18043,50.0
18044,51.0
18045,52.0
18046,53.0
18047,54.0
18048,55.0
18049,56.0
18050,57.0
18051,58.0
18052,59.0
18053,60.0
18054,61.0
18055,62.0
18056,63.0
18057,64.0
18058,65.0
18059,66.0
18060,67.0
18061,68.0
18062,69.0
18063,70.0
18064,71.0
18065,72.0
18066,73.0
18067,74.0
18068,75.0
18069,76.0
18070,77.0
18071,78.0
18072,79.0
18073,80.0
18074,81.0
18075,82.0
18076,83.0
18077,84.0
18078,85.0
18079,86.0
18080,87.0
18081,88.0
18082,89.0
18083,90.0
18084,91.0
18085,92.0
18086,93.0
18087,94.0
18088,95.0
18089,96.0
18090,97.0
18091,98.0
18092,99.0
18093,100.0
18094,101.0
18095,102.0
18096,103.0
18097,104.0
18098,105.0
18099,106.0
18100,107.0
18101,108.0
18102,109.0
18103,110.0
18104,111.0
18105,112.0
18106,113.0
18107,114.0
18108,115.0
18109,116.0
18110,117.0
18111,118.0
18112,119.0
18113,1.0
18114,2.0
18115,3.0
18116,4.0
18117,5.0
18118,6.0
18119,7.0
18120,8.0
18121,9.0
18122,10.0
18123,11.0
18124,12.0
18125,13.0
18126,14.0
18127,15.0
18128,16.0
18129,17.0
18130,18.0
18131,19.0
18132,20.0
18133,21.0
18134,22.0
18135,23.0
18136,24.0
18137,25.0
18138,26.0
18139,27.0
18140,28.0
18141,29.0
18142,30.0
18143,31.0
18144,32.0
18145,33.0
18146,34.0
18147,35.0
18148,36.0
18149,37.0
18150,38.0
18151,39.0
18152,40.0
18153,41.0
18154,42.0
18155,43.0
18156,44.0
18157,45.0
18158,46.0
18159,47.0
18160,48.0
18161,49.0
18162,50.0
18163,51.0
18164,52.0
18165,53.0
18166,54.0
18167,55.0
18168,56.0
18169,57.0
18170,58.0
18171,59.0
18172,60.0
18173,61.0
18174,62.0
18175,63.0
18176,64.0
18177,65.0
18178,66.0
18179,67.0
18180,68.0
18181,69.0
18182,70.0
18183,71.0
18184,72.0
18185,73.0
18186,74.0
18187,75.0
18188,76.0
18189,77.0
18190,78.0
18191,79.0
18192,80.0
18193,81.0
18194,82.0
18195,83.0
18196,84.0
18197,85.0
18198,86.0
18199,87.0
18200,88.0
18201,89.0
18202,90.0
18203,91.0
18204,92.0
18205,93.0
18206,94.0
18207,95.0
18208,96.0
18209,97.0
18210,98.0
18211,99.0
18212,100.0
18213,101.0
18214,102.0
18215,103.0
18216,104.0
18217,105.0
18218,106.0
18219,1.0
18220,2.0
18221,3.0
18222,4.0
18223,5.0
18224,6.0
18225,7.0
18226,8.0
18227,9.0
18228,10.0
18229,11.0
18230,12.0
18231,13.0
18232,14.0
18233,15.0
18234,16.0
18235,17.0
18236,18.0
18237,19.0
18238,20.0
18239,21.0
18240,22.0
18241,23.0
18242,24.0
18243,25.0
18244,26.0
18245,27.0
18246,28.0
18247,29.0
18248,30.0
18249,31.0
18250,32.0
18251,33.0
18252,34.0
18253,35.0
18254,36.0
18255,37.0
18256,38.0
18257,39.0
18258,40.0
18259,41.0
18260,42.0
18261,43.0
18262,44.0
18263,45.0
18264,46.0
18265,47.0
18266,48.0
18267,49.0
18268,50.0
18269,51.0
18270,52.0
18271,53.0
18272,54.0
18273,55.0
18274,56.0
18275,57.0
18276,58.0
18277,59.0
18278,60.0
18279,61.0
18280,62.0
18281,63.0
18282,64.0
18283,65.0
18284,66.0
18285,67.0
18286,68.0
18287,69.0
18288,1.0
18289,2.0
18290,3.0
18291,4.0
18292,5.0
18293,6.0
18294,7.0
18295,8.0
18296,9.0
18297,10.0
18298,11.0
18299,12.0
18300,13.0
18301,14.0
18302,15.0
18303,16.0
18304,17.0
18305,18.0
18306,19.0
18307,20.0
18308,21.0
18309,22.0
18310,23.0
18311,24.0
18312,25.0
18313,26.0
18314,27.0
18315,28.0
18316,29.0
18317,30.0
18318,31.0
18319,32.0
18320,33.0
18321,34.0
18322,35.0
18323,36.0
18324,37.0
18325,38.0
18326,39.0
18327,40.0
18328,41.0
18329,42.0
18330,43.0
18331,44.0
18332,45.0
18333,46.0
18334,47.0
18335,48.0
18336,49.0
18337,50.0
18338,51.0
18339,52.0
18340,53.0
18341,54.0
18342,55.0
18343,56.0
18344,57.0
18345,58.0
18346,59.0
18347,60.0
18348,61.0
18349,62.0
18350,63.0
18351,64.0
18352,65.0
18353,66.0
18354,67.0
18355,68.0
18356,69.0
18357,70.0
18358,71.0
18359,72.0
18360,73.0
18361,74.0
18362,75.0
18363,76.0
18364,77.0
18365,78.0
18366,79.0
18367,80.0
18368,81.0
18369,82.0
18370,83.0
18371,84.0
18372,85.0
18373,86.0
18374,87.0
18375,88.0
18376,89.0
18377,90.0
18378,91.0
18379,92.0
18380,93.0
18381,94.0
18382,95.0
18383,96.0
18384,97.0
18385,98.0
18386,99.0
18387,100.0
18388,101.0
18389,102.0
18390,103.0
18391,104.0
18392,105.0
18393,106.0
18394,107.0
18395,1.0
18396,2.0
18397,3.0
18398,4.0
18399,5.0
18400,6.0
18401,7.0
18402,8.0
18403,9.0
18404,10.0
18405,11.0
18406,12.0
18407,13.0
18408,14.0
18409,15.0
18410,16.0
18411,17.0
18412,18.0
18413,19.0
18414,20.0
18415,21.0
18416,22.0
18417,23.0
18418,24.0
18419,25.0
18420,26.0
18421,27.0
18422,28.0
18423,29.0
18424,30.0
18425,31.0
18426,32.0
18427,33.0
18428,34.0
18429,35.0
18430,36.0
18431,37.0
18432,38.0
18433,39.0
18434,40.0
18435,41.0
18436,42.0
18437,43.0
18438,44.0
18439,45.0
18440,46.0
18441,47.0
18442,48.0
18443,49.0
18444,50.0
18445,51.0
18446,52.0
18447,53.0
18448,54.0
18449,55.0
18450,56.0
18451,57.0
18452,58.0
18453,59.0
18454,60.0
18455,61.0
18456,62.0
18457,63.0
18458,64.0
18459,65.0
18460,66.0
18461,67.0
18462,68.0
18463,69.0
18464,70.0
18465,71.0
18466,72.0
18467,73.0
18468,74.0
18469,75.0
18470,76.0
18471,77.0
18472,78.0
18473,79.0
18474,80.0
18475,81.0
18476,82.0
18477,83.0
18478,84.0
18479,85.0
18480,86.0
18481,87.0
18482,88.0
18483,89.0
18484,90.0
18485,1.0
18486,2.0
18487,3.0
18488,4.0
18489,5.0
18490,6.0
18491,7.0
18492,8.0
18493,9.0
18494,10.0
18495,11.0
18496,12.0
18497,13.0
18498,14.0
18499,15.0
18500,16.0
18501,17.0
18502,18.0
18503,19.0
18504,20.0
18505,21.0
18506,22.0
18507,23.0
18508,24.0
18509,25.0
18510,26.0
18511,27.0
18512,28.0
18513,29.0
18514,30.0
18515,31.0
18516,32.0
18517,33.0
18518,34.0
18519,35.0
18520,36.0
18521,37.0
18522,38.0
18523,39.0
18524,40.0
18525,41.0
18526,42.0
18527,43.0
18528,44.0
18529,45.0
18530,46.0
18531,47.0
18532,48.0
18533,49.0
18534,50.0
18535,51.0
18536,52.0
18537,53.0
18538,54.0
18539,55.0
18540,56.0
18541,57.0
18542,58.0
18543,59.0
18544,60.0
18545,61.0
18546,62.0
18547,63.0
18548,64.0
18549,65.0
18550,66.0
18551,67.0
18552,68.0
18553,69.0
18554,70.0
18555,71.0
18556,72.0
18557,73.0
18558,74.0
18559,75.0
18560,76.0
18561,77.0
18562,78.0
18563,79.0
18564,80.0
18565,81.0
18566,82.0
18567,83.0
18568,84.0
18569,85.0
18570,86.0
18571,87.0
18572,88.0
18573,89.0
18574,90.0
18575,91.0
18576,92.0
18577,93.0
18578,94.0
18579,95.0
18580,96.0
18581,97.0
18582,98.0
18583,99.0
18584,100.0
18585,101.0
18586,102.0
18587,103.0
18588,104.0
18589,105.0
18590,106.0
18591,107.0
18592,108.0
18593,109.0
18594,110.0
18595,111.0
18596,112.0
18597,113.0
18598,114.0
18599,115.0
18600,116.0
18601,117.0
18602,118.0
18603,119.0
18604,120.0
18605,121.0
18606,122.0
18607,123.0
18608,124.0
18609,125.0
18610,126.0
18611,127.0
18612,128.0
18613,129.0
18614,130.0
18615,131.0
18616,1.0
18617,2.0
18618,3.0
18619,4.0
18620,5.0
18621,6.0
18622,7.0
18623,8.0
18624,9.0
18625,10.0
18626,11.0
18627,12.0
18628,13.0
18629,14.0
18630,15.0
18631,16.0
18632,17.0
18633,18.0
18634,19.0
18635,20.0
18636,21.0
