,HOSPCODE
16523,197.0
16524,197.0
16525,197.0
16526,197.0
16527,197.0
16528,197.0
16529,197.0
16530,197.0
16531,198.0
16532,198.0
16533,198.0
16534,198.0
16535,198.0
16536,198.0
16537,198.0
16538,198.0
16539,198.0
16540,198.0
16541,198.0
16542,198.0
16543,198.0
16544,198.0
16545,198.0
16546,198.0
16547,198.0
16548,198.0
16549,198.0
16550,198.0
16551,198.0
16552,198.0
16553,198.0
16554,198.0
16555,198.0
16556,198.0
16557,198.0
16558,198.0
16559,198.0
16560,198.0
16561,198.0
16562,198.0
16563,198.0
16564,198.0
16565,198.0
16566,198.0
16567,198.0
16568,198.0
16569,198.0
16570,198.0
16571,198.0
16572,198.0
16573,198.0
16574,198.0
16575,198.0
16576,198.0
16577,198.0
16578,198.0
16579,198.0
16580,198.0
16581,199.0
16582,199.0
16583,199.0
16584,199.0
16585,199.0
16586,199.0
16587,199.0
16588,199.0
16589,199.0
16590,199.0
16591,199.0
16592,199.0
16593,199.0
16594,199.0
16595,199.0
16596,199.0
16597,199.0
16598,199.0
16599,199.0
16600,199.0
16601,199.0
16602,199.0
16603,199.0
16604,199.0
16605,199.0
16606,199.0
16607,199.0
16608,199.0
16609,199.0
16610,199.0
16611,199.0
16612,199.0
16613,199.0
16614,199.0
16615,199.0
16616,199.0
16617,199.0
16618,199.0
16619,199.0
16620,199.0
16621,199.0
16622,199.0
16623,199.0
16624,199.0
16625,199.0
16626,199.0
16627,199.0
16628,199.0
16629,199.0
16630,199.0
16631,199.0
16632,199.0
16633,199.0
16634,199.0
16635,199.0
16636,199.0
16637,199.0
16638,199.0
16639,199.0
16640,199.0
16641,199.0
16642,199.0
16643,199.0
16644,199.0
16645,199.0
16646,199.0
16647,199.0
16648,199.0
16649,199.0
16650,199.0
16651,199.0
16652,199.0
16653,199.0
16654,199.0
16655,199.0
16656,199.0
16657,199.0
16658,199.0
16659,199.0
16660,199.0
16661,199.0
16662,199.0
16663,199.0
16664,199.0
16665,199.0
16666,199.0
16667,199.0
16668,199.0
16669,199.0
16670,199.0
16671,199.0
16672,200.0
16673,200.0
16674,200.0
16675,200.0
16676,200.0
16677,200.0
16678,200.0
16679,200.0
16680,200.0
16681,200.0
16682,200.0
16683,200.0
16684,200.0
16685,200.0
16686,200.0
16687,200.0
16688,200.0
16689,200.0
16690,200.0
16691,200.0
16692,200.0
16693,200.0
16694,200.0
16695,200.0
16696,200.0
16697,200.0
16698,200.0
16699,200.0
16700,200.0
16701,200.0
16702,200.0
16703,200.0
16704,200.0
16705,200.0
16706,200.0
16707,200.0
16708,200.0
16709,200.0
16710,200.0
16711,200.0
16712,200.0
16713,200.0
16714,200.0
16715,200.0
16716,200.0
16717,200.0
16718,200.0
16719,200.0
16720,200.0
16721,200.0
16722,200.0
16723,200.0
16724,200.0
16725,200.0
16726,200.0
16727,200.0
16728,200.0
16729,200.0
16730,200.0
16731,200.0
16732,200.0
16733,200.0
16734,200.0
16735,200.0
16736,200.0
16737,200.0
16738,200.0
16739,200.0
16740,200.0
16741,200.0
16742,200.0
16743,200.0
16744,200.0
16745,200.0
16746,200.0
16747,200.0
16748,200.0
16749,200.0
16750,200.0
16751,200.0
16752,200.0
16753,200.0
16754,200.0
16755,200.0
16756,200.0
16757,200.0
16758,200.0
16759,200.0
16760,200.0
16761,200.0
16762,200.0
16763,200.0
16764,200.0
16765,200.0
16766,200.0
16767,200.0
16768,200.0
16769,200.0
16770,200.0
16771,200.0
16772,201.0
16773,201.0
16774,201.0
16775,201.0
16776,201.0
16777,201.0
16778,201.0
16779,201.0
16780,201.0
16781,201.0
16782,201.0
16783,201.0
16784,201.0
16785,201.0
16786,201.0
16787,201.0
16788,201.0
16789,201.0
16790,201.0
16791,201.0
16792,201.0
16793,201.0
16794,201.0
16795,201.0
16796,201.0
16797,201.0
16798,201.0
16799,201.0
16800,201.0
16801,201.0
16802,201.0
16803,201.0
16804,201.0
16805,201.0
16806,201.0
16807,201.0
16808,201.0
16809,201.0
16810,201.0
16811,201.0
16812,201.0
16813,201.0
16814,201.0
16815,201.0
16816,201.0
16817,201.0
16818,201.0
16819,201.0
16820,201.0
16821,201.0
16822,201.0
16823,201.0
16824,201.0
16825,201.0
16826,201.0
16827,201.0
16828,201.0
16829,201.0
16830,201.0
16831,201.0
16832,201.0
16833,201.0
16834,201.0
16835,201.0
16836,201.0
16837,201.0
16838,201.0
16839,201.0
16840,201.0
16841,201.0
16842,201.0
16843,201.0
16844,201.0
16845,201.0
16846,201.0
16847,201.0
16848,201.0
16849,201.0
16850,201.0
16851,201.0
16852,201.0
16853,201.0
16854,201.0
16855,201.0
16856,201.0
16857,201.0
16858,201.0
16859,201.0
16860,201.0
16861,201.0
16862,201.0
16863,201.0
16864,201.0
16865,201.0
16866,201.0
16867,201.0
16868,201.0
16869,201.0
16870,201.0
16871,201.0
16872,201.0
16873,201.0
16874,201.0
16875,201.0
16876,201.0
16877,201.0
16878,201.0
16879,201.0
16880,201.0
16881,201.0
16882,201.0
16883,201.0
16884,201.0
16885,201.0
16886,201.0
16887,201.0
16888,201.0
16889,201.0
16890,201.0
16891,201.0
16892,201.0
16893,201.0
16894,201.0
16895,201.0
16896,201.0
16897,201.0
16898,201.0
16899,201.0
16900,201.0
16901,201.0
16902,201.0
16903,201.0
16904,201.0
16905,201.0
16906,201.0
16907,201.0
16908,201.0
16909,201.0
16910,201.0
16911,201.0
16912,201.0
16913,201.0
16914,201.0
16915,201.0
16916,201.0
16917,201.0
16918,201.0
16919,201.0
16920,201.0
16921,201.0
16922,201.0
16923,201.0
16924,201.0
16925,202.0
16926,202.0
16927,202.0
16928,202.0
16929,202.0
16930,202.0
16931,202.0
16932,202.0
16933,202.0
16934,202.0
16935,202.0
16936,202.0
16937,202.0
16938,202.0
16939,202.0
16940,202.0
16941,202.0
16942,202.0
16943,202.0
16944,202.0
16945,202.0
16946,202.0
16947,202.0
16948,202.0
16949,202.0
16950,202.0
16951,202.0
16952,202.0
16953,202.0
16954,202.0
16955,202.0
16956,202.0
16957,202.0
16958,202.0
16959,202.0
16960,202.0
16961,202.0
16962,202.0
16963,202.0
16964,202.0
16965,202.0
16966,202.0
16967,202.0
16968,202.0
16969,202.0
16970,203.0
16971,203.0
16972,203.0
16973,203.0
16974,203.0
16975,203.0
16976,203.0
16977,203.0
16978,203.0
16979,203.0
16980,203.0
16981,203.0
16982,203.0
16983,203.0
16984,203.0
16985,203.0
16986,203.0
16987,203.0
16988,203.0
16989,203.0
16990,203.0
16991,203.0
16992,203.0
16993,203.0
16994,203.0
16995,203.0
16996,203.0
16997,203.0
16998,203.0
16999,203.0
17000,203.0
17001,203.0
17002,203.0
17003,203.0
17004,203.0
17005,203.0
17006,203.0
17007,203.0
17008,203.0
17009,203.0
17010,203.0
17011,204.0
17012,204.0
17013,204.0
17014,204.0
17015,204.0
17016,204.0
17017,204.0
17018,204.0
17019,204.0
17020,204.0
17021,204.0
17022,204.0
17023,204.0
17024,204.0
17025,204.0
17026,204.0
17027,204.0
17028,204.0
17029,204.0
17030,204.0
17031,204.0
17032,204.0
17033,204.0
17034,204.0
17035,204.0
17036,204.0
17037,204.0
17038,204.0
17039,204.0
17040,204.0
17041,204.0
17042,204.0
17043,204.0
17044,204.0
17045,204.0
17046,204.0
17047,204.0
17048,204.0
17049,204.0
17050,204.0
17051,204.0
17052,204.0
17053,204.0
17054,204.0
17055,204.0
17056,204.0
17057,204.0
17058,204.0
17059,204.0
17060,204.0
17061,204.0
17062,204.0
17063,204.0
17064,204.0
17065,204.0
17066,204.0
17067,204.0
17068,204.0
17069,204.0
17070,204.0
17071,204.0
17072,204.0
17073,204.0
17074,204.0
17075,204.0
17076,204.0
17077,204.0
17078,204.0
17079,204.0
17080,204.0
17081,204.0
17082,204.0
17083,204.0
17084,204.0
17085,204.0
17086,204.0
17087,204.0
17088,204.0
17089,204.0
17090,204.0
17091,204.0
17092,204.0
17093,204.0
17094,204.0
17095,204.0
17096,204.0
17097,205.0
17098,205.0
17099,205.0
17100,205.0
17101,205.0
17102,205.0
17103,205.0
17104,205.0
17105,205.0
17106,205.0
17107,205.0
17108,205.0
17109,205.0
17110,205.0
17111,205.0
17112,205.0
17113,205.0
17114,205.0
17115,205.0
17116,205.0
17117,205.0
17118,205.0
17119,205.0
17120,205.0
17121,205.0
17122,205.0
17123,205.0
17124,205.0
17125,205.0
17126,205.0
17127,205.0
17128,205.0
17129,205.0
17130,205.0
17131,205.0
17132,205.0
17133,205.0
17134,205.0
17135,205.0
17136,205.0
17137,205.0
17138,205.0
17139,205.0
17140,205.0
17141,205.0
17142,205.0
17143,205.0
17144,205.0
17145,205.0
17146,205.0
17147,205.0
17148,205.0
17149,205.0
17150,205.0
17151,205.0
17152,205.0
17153,205.0
17154,205.0
17155,205.0
17156,205.0
17157,205.0
17158,205.0
17159,205.0
17160,205.0
17161,205.0
17162,205.0
17163,205.0
17164,205.0
17165,205.0
17166,206.0
17167,206.0
17168,206.0
17169,206.0
17170,206.0
17171,206.0
17172,206.0
17173,206.0
17174,206.0
17175,206.0
17176,206.0
17177,206.0
17178,206.0
17179,206.0
17180,206.0
17181,206.0
17182,206.0
17183,206.0
17184,206.0
17185,206.0
17186,206.0
17187,206.0
17188,206.0
17189,206.0
17190,206.0
17191,206.0
17192,206.0
17193,206.0
17194,206.0
17195,206.0
17196,206.0
17197,206.0
17198,206.0
17199,206.0
17200,206.0
17201,206.0
17202,206.0
17203,206.0
17204,206.0
17205,206.0
17206,206.0
17207,206.0
17208,206.0
17209,206.0
17210,206.0
17211,206.0
17212,206.0
17213,206.0
17214,206.0
17215,206.0
17216,206.0
17217,206.0
17218,206.0
17219,206.0
17220,206.0
17221,206.0
17222,206.0
17223,206.0
17224,206.0
17225,206.0
17226,206.0
17227,206.0
17228,206.0
17229,206.0
17230,206.0
17231,206.0
17232,206.0
17233,206.0
17234,206.0
17235,206.0
17236,206.0
17237,206.0
17238,206.0
17239,206.0
17240,206.0
17241,206.0
17242,206.0
17243,206.0
17244,206.0
17245,206.0
17246,206.0
17247,206.0
17248,206.0
17249,206.0
17250,206.0
17251,206.0
17252,206.0
17253,206.0
17254,206.0
17255,206.0
17256,206.0
17257,206.0
17258,206.0
17259,206.0
17260,206.0
17261,206.0
17262,206.0
17263,206.0
17264,206.0
17265,207.0
17266,207.0
17267,207.0
17268,207.0
17269,207.0
17270,207.0
17271,207.0
17272,207.0
17273,207.0
17274,207.0
17275,207.0
17276,207.0
17277,207.0
17278,207.0
17279,207.0
17280,207.0
17281,207.0
17282,207.0
17283,207.0
17284,207.0
17285,207.0
17286,207.0
17287,207.0
17288,207.0
17289,207.0
17290,207.0
17291,207.0
17292,207.0
17293,207.0
17294,207.0
17295,207.0
17296,207.0
17297,207.0
17298,207.0
17299,207.0
17300,207.0
17301,207.0
17302,207.0
17303,207.0
17304,207.0
17305,207.0
17306,207.0
17307,207.0
17308,207.0
17309,207.0
17310,207.0
17311,207.0
17312,207.0
17313,207.0
17314,207.0
17315,207.0
17316,207.0
17317,207.0
17318,207.0
17319,207.0
17320,207.0
17321,207.0
17322,207.0
17323,207.0
17324,207.0
17325,207.0
17326,207.0
17327,207.0
17328,207.0
17329,207.0
17330,207.0
17331,207.0
17332,207.0
17333,207.0
17334,207.0
17335,207.0
17336,207.0
17337,207.0
17338,207.0
17339,207.0
17340,207.0
17341,207.0
17342,207.0
17343,207.0
17344,207.0
17345,207.0
17346,207.0
17347,207.0
17348,207.0
17349,207.0
17350,207.0
17351,207.0
17352,207.0
17353,207.0
17354,207.0
17355,207.0
17356,207.0
17357,207.0
17358,207.0
17359,207.0
17360,207.0
17361,207.0
17362,207.0
17363,207.0
17364,207.0
17365,207.0
17366,207.0
17367,207.0
17368,207.0
17369,207.0
17370,207.0
17371,207.0
17372,207.0
17373,207.0
17374,207.0
17375,207.0
17376,207.0
17377,207.0
17378,207.0
17379,207.0
17380,207.0
17381,207.0
17382,207.0
17383,207.0
17384,207.0
17385,207.0
17386,207.0
17387,207.0
17388,207.0
17389,207.0
17390,207.0
17391,207.0
17392,208.0
17393,208.0
17394,208.0
17395,208.0
17396,208.0
17397,208.0
17398,208.0
17399,208.0
17400,208.0
17401,208.0
17402,208.0
17403,208.0
17404,208.0
17405,208.0
17406,208.0
17407,208.0
17408,208.0
17409,208.0
17410,208.0
17411,208.0
17412,208.0
17413,208.0
17414,208.0
17415,208.0
17416,208.0
17417,208.0
17418,208.0
17419,208.0
17420,208.0
17421,208.0
17422,208.0
17423,208.0
17424,208.0
17425,208.0
17426,208.0
17427,208.0
17428,208.0
17429,208.0
17430,208.0
17431,208.0
17432,208.0
17433,208.0
17434,208.0
17435,208.0
17436,208.0
17437,208.0
17438,208.0
17439,208.0
17440,208.0
17441,208.0
17442,208.0
17443,208.0
17444,208.0
17445,208.0
17446,208.0
17447,208.0
17448,208.0
17449,208.0
17450,208.0
17451,208.0
17452,208.0
17453,208.0
17454,208.0
17455,208.0
17456,208.0
17457,208.0
17458,208.0
17459,208.0
17460,208.0
17461,208.0
17462,209.0
17463,209.0
17464,209.0
17465,209.0
17466,209.0
17467,209.0
17468,209.0
17469,209.0
17470,209.0
17471,209.0
17472,209.0
17473,209.0
17474,209.0
17475,209.0
17476,209.0
17477,209.0
17478,209.0
17479,209.0
17480,209.0
17481,209.0
17482,209.0
17483,209.0
17484,209.0
17485,209.0
17486,209.0
17487,209.0
17488,209.0
17489,209.0
17490,209.0
17491,209.0
17492,209.0
17493,209.0
17494,209.0
17495,209.0
17496,209.0
17497,209.0
17498,209.0
17499,209.0
17500,209.0
17501,209.0
17502,209.0
17503,209.0
17504,209.0
17505,209.0
17506,209.0
17507,209.0
17508,209.0
17509,209.0
17510,209.0
17511,209.0
17512,209.0
17513,209.0
17514,209.0
17515,209.0
17516,209.0
17517,209.0
17518,209.0
17519,209.0
17520,209.0
17521,209.0
17522,209.0
17523,209.0
17524,209.0
17525,209.0
17526,209.0
17527,209.0
17528,209.0
17529,209.0
17530,209.0
17531,209.0
17532,209.0
17533,209.0
17534,209.0
17535,209.0
17536,209.0
17537,209.0
17538,209.0
17539,209.0
17540,209.0
17541,209.0
17542,209.0
17543,209.0
17544,209.0
17545,209.0
17546,209.0
17547,209.0
17548,209.0
17549,209.0
17550,209.0
17551,209.0
17552,209.0
17553,209.0
17554,209.0
17555,209.0
17556,209.0
17557,209.0
17558,209.0
17559,209.0
17560,209.0
17561,209.0
17562,209.0
17563,209.0
17564,209.0
17565,209.0
17566,210.0
17567,210.0
17568,210.0
17569,210.0
17570,210.0
17571,210.0
17572,210.0
17573,210.0
17574,210.0
17575,210.0
17576,210.0
17577,210.0
17578,210.0
17579,210.0
17580,210.0
17581,210.0
17582,210.0
17583,210.0
17584,210.0
17585,210.0
17586,210.0
17587,210.0
17588,210.0
17589,210.0
17590,210.0
17591,210.0
17592,210.0
17593,210.0
17594,210.0
17595,210.0
17596,210.0
17597,210.0
17598,210.0
17599,210.0
17600,210.0
17601,210.0
17602,210.0
17603,210.0
17604,210.0
17605,210.0
17606,210.0
17607,210.0
17608,210.0
17609,210.0
17610,210.0
17611,210.0
17612,210.0
17613,210.0
17614,210.0
17615,210.0
17616,210.0
17617,210.0
17618,210.0
17619,210.0
17620,210.0
17621,210.0
17622,210.0
17623,210.0
17624,210.0
17625,210.0
17626,210.0
17627,210.0
17628,210.0
17629,210.0
17630,210.0
17631,210.0
17632,210.0
17633,210.0
17634,210.0
17635,210.0
17636,210.0
17637,210.0
17638,210.0
17639,210.0
17640,210.0
17641,210.0
17642,210.0
17643,210.0
17644,210.0
17645,210.0
17646,210.0
17647,210.0
17648,210.0
17649,210.0
17650,210.0
17651,210.0
17652,210.0
17653,210.0
17654,210.0
17655,210.0
17656,210.0
17657,210.0
17658,210.0
17659,210.0
17660,210.0
17661,210.0
17662,210.0
17663,210.0
17664,210.0
17665,210.0
17666,210.0
17667,210.0
17668,210.0
17669,210.0
17670,210.0
17671,210.0
17672,210.0
17673,210.0
17674,210.0
17675,210.0
17676,210.0
17677,210.0
17678,210.0
17679,210.0
17680,210.0
17681,210.0
17682,211.0
17683,211.0
17684,211.0
17685,211.0
17686,211.0
17687,211.0
17688,211.0
17689,211.0
17690,211.0
17691,211.0
17692,211.0
17693,211.0
17694,211.0
17695,211.0
17696,211.0
17697,211.0
17698,211.0
17699,211.0
17700,211.0
17701,211.0
17702,211.0
17703,211.0
17704,211.0
17705,211.0
17706,211.0
17707,211.0
17708,211.0
17709,211.0
17710,211.0
17711,211.0
17712,211.0
17713,211.0
17714,211.0
17715,211.0
17716,211.0
17717,211.0
17718,211.0
17719,211.0
17720,211.0
17721,211.0
17722,211.0
17723,211.0
17724,211.0
17725,211.0
17726,211.0
17727,211.0
17728,211.0
17729,211.0
17730,211.0
17731,211.0
17732,211.0
17733,211.0
17734,211.0
17735,211.0
17736,211.0
17737,211.0
17738,211.0
17739,211.0
17740,211.0
17741,211.0
17742,211.0
17743,211.0
17744,211.0
17745,211.0
17746,211.0
17747,211.0
17748,211.0
17749,211.0
17750,211.0
17751,211.0
17752,211.0
17753,211.0
17754,211.0
17755,211.0
17756,212.0
17757,212.0
17758,212.0
17759,212.0
17760,212.0
17761,212.0
17762,212.0
17763,212.0
17764,212.0
17765,212.0
17766,212.0
17767,212.0
17768,212.0
17769,212.0
17770,212.0
17771,212.0
17772,212.0
17773,212.0
17774,212.0
17775,212.0
17776,212.0
17777,212.0
17778,212.0
17779,212.0
17780,212.0
17781,212.0
17782,212.0
17783,212.0
17784,212.0
17785,212.0
17786,212.0
17787,212.0
17788,212.0
17789,212.0
17790,212.0
17791,212.0
17792,212.0
17793,212.0
17794,212.0
17795,212.0
17796,212.0
17797,212.0
17798,212.0
17799,212.0
17800,212.0
17801,212.0
17802,212.0
17803,212.0
17804,212.0
17805,212.0
17806,212.0
17807,212.0
17808,212.0
17809,212.0
17810,212.0
17811,212.0
17812,212.0
17813,212.0
17814,212.0
17815,212.0
17816,212.0
17817,212.0
17818,212.0
17819,212.0
17820,212.0
17821,212.0
17822,212.0
17823,212.0
17824,212.0
17825,212.0
17826,212.0
17827,212.0
17828,212.0
17829,212.0
17830,212.0
17831,212.0
17832,212.0
17833,212.0
17834,212.0
17835,212.0
17836,212.0
17837,212.0
17838,212.0
17839,212.0
17840,212.0
17841,212.0
17842,212.0
17843,212.0
17844,212.0
17845,212.0
17846,212.0
17847,212.0
17848,212.0
17849,212.0
17850,212.0
17851,212.0
17852,212.0
17853,212.0
17854,212.0
17855,213.0
17856,213.0
17857,213.0
17858,213.0
17859,213.0
17860,213.0
17861,213.0
17862,213.0
17863,213.0
17864,213.0
17865,213.0
17866,213.0
17867,213.0
17868,213.0
17869,213.0
17870,213.0
17871,213.0
17872,213.0
17873,213.0
17874,213.0
17875,213.0
17876,213.0
17877,213.0
17878,213.0
17879,213.0
17880,213.0
17881,213.0
17882,213.0
17883,213.0
17884,213.0
17885,213.0
17886,213.0
17887,213.0
17888,213.0
17889,213.0
17890,213.0
17891,213.0
17892,213.0
17893,213.0
17894,213.0
17895,213.0
17896,213.0
17897,213.0
17898,213.0
17899,213.0
17900,213.0
17901,213.0
17902,213.0
17903,213.0
17904,213.0
17905,213.0
17906,213.0
17907,213.0
17908,213.0
17909,213.0
17910,213.0
17911,213.0
17912,213.0
17913,213.0
17914,213.0
17915,213.0
17916,213.0
17917,213.0
17918,213.0
17919,213.0
17920,213.0
17921,213.0
17922,213.0
17923,213.0
17924,213.0
17925,213.0
17926,213.0
17927,213.0
17928,213.0
17929,213.0
17930,213.0
17931,213.0
17932,213.0
17933,213.0
17934,213.0
17935,213.0
17936,213.0
17937,213.0
17938,213.0
17939,213.0
17940,213.0
17941,213.0
17942,213.0
17943,213.0
17944,213.0
17945,213.0
17946,213.0
17947,213.0
17948,213.0
17949,213.0
17950,213.0
17951,213.0
17952,213.0
17953,213.0
17954,213.0
17955,213.0
17956,213.0
17957,213.0
17958,213.0
17959,213.0
17960,213.0
17961,213.0
17962,213.0
17963,213.0
17964,214.0
17965,214.0
17966,214.0
17967,214.0
17968,214.0
17969,214.0
17970,214.0
17971,214.0
17972,214.0
17973,214.0
17974,214.0
17975,214.0
17976,214.0
17977,214.0
17978,214.0
17979,214.0
17980,214.0
17981,214.0
17982,214.0
17983,214.0
17984,214.0
17985,214.0
17986,214.0
17987,214.0
17988,214.0
17989,214.0
17990,214.0
17991,214.0
17992,214.0
17993,214.0
17994,215.0
17995,215.0
17996,215.0
17997,215.0
17998,215.0
17999,215.0
18000,215.0
18001,215.0
18002,215.0
18003,215.0
18004,215.0
18005,215.0
18006,215.0
18007,215.0
18008,215.0
18009,215.0
18010,215.0
18011,215.0
18012,215.0
18013,215.0
18014,215.0
18015,215.0
18016,215.0
18017,215.0
18018,215.0
18019,215.0
18020,215.0
18021,215.0
18022,215.0
18023,215.0
18024,215.0
18025,215.0
18026,215.0
18027,215.0
18028,215.0
18029,215.0
18030,215.0
18031,215.0
18032,215.0
18033,215.0
18034,215.0
18035,215.0
18036,215.0
18037,215.0
18038,215.0
18039,215.0
18040,215.0
18041,215.0
18042,215.0
18043,215.0
18044,215.0
18045,215.0
18046,215.0
18047,215.0
18048,215.0
18049,215.0
18050,215.0
18051,215.0
18052,215.0
18053,215.0
18054,215.0
18055,215.0
18056,215.0
18057,215.0
18058,215.0
18059,215.0
18060,215.0
18061,215.0
18062,215.0
18063,215.0
18064,215.0
18065,215.0
18066,215.0
18067,215.0
18068,215.0
18069,215.0
18070,215.0
18071,215.0
18072,215.0
18073,215.0
18074,215.0
18075,215.0
18076,215.0
18077,215.0
18078,215.0
18079,215.0
18080,215.0
18081,215.0
18082,215.0
18083,215.0
18084,215.0
18085,215.0
18086,215.0
18087,215.0
18088,215.0
18089,215.0
18090,215.0
18091,215.0
18092,215.0
18093,215.0
18094,215.0
18095,215.0
18096,215.0
18097,215.0
18098,215.0
18099,215.0
18100,215.0
18101,215.0
18102,215.0
18103,215.0
18104,215.0
18105,215.0
18106,215.0
18107,215.0
18108,215.0
18109,215.0
18110,215.0
18111,215.0
18112,215.0
18113,216.0
18114,216.0
18115,216.0
18116,216.0
18117,216.0
18118,216.0
18119,216.0
18120,216.0
18121,216.0
18122,216.0
18123,216.0
18124,216.0
18125,216.0
18126,216.0
18127,216.0
18128,216.0
18129,216.0
18130,216.0
18131,216.0
18132,216.0
18133,216.0
18134,216.0
18135,216.0
18136,216.0
18137,216.0
18138,216.0
18139,216.0
18140,216.0
18141,216.0
18142,216.0
18143,216.0
18144,216.0
18145,216.0
18146,216.0
18147,216.0
18148,216.0
18149,216.0
18150,216.0
18151,216.0
18152,216.0
18153,216.0
18154,216.0
18155,216.0
18156,216.0
18157,216.0
18158,216.0
18159,216.0
18160,216.0
18161,216.0
18162,216.0
18163,216.0
18164,216.0
18165,216.0
18166,216.0
18167,216.0
18168,216.0
18169,216.0
18170,216.0
18171,216.0
18172,216.0
18173,216.0
18174,216.0
18175,216.0
18176,216.0
18177,216.0
18178,216.0
18179,216.0
18180,216.0
18181,216.0
18182,216.0
18183,216.0
18184,216.0
18185,216.0
18186,216.0
18187,216.0
18188,216.0
18189,216.0
18190,216.0
18191,216.0
18192,216.0
18193,216.0
18194,216.0
18195,216.0
18196,216.0
18197,216.0
18198,216.0
18199,216.0
18200,216.0
18201,216.0
18202,216.0
18203,216.0
18204,216.0
18205,216.0
18206,216.0
18207,216.0
18208,216.0
18209,216.0
18210,216.0
18211,216.0
18212,216.0
18213,216.0
18214,216.0
18215,216.0
18216,216.0
18217,216.0
18218,216.0
18219,217.0
18220,217.0
18221,217.0
18222,217.0
18223,217.0
18224,217.0
18225,217.0
18226,217.0
18227,217.0
18228,217.0
18229,217.0
18230,217.0
18231,217.0
18232,217.0
18233,217.0
18234,217.0
18235,217.0
18236,217.0
18237,217.0
18238,217.0
18239,217.0
18240,217.0
18241,217.0
18242,217.0
18243,217.0
18244,217.0
18245,217.0
18246,217.0
18247,217.0
18248,217.0
18249,217.0
18250,217.0
18251,217.0
18252,217.0
18253,217.0
18254,217.0
18255,217.0
18256,217.0
18257,217.0
18258,217.0
18259,217.0
18260,217.0
18261,217.0
18262,217.0
18263,217.0
18264,217.0
18265,217.0
18266,217.0
18267,217.0
18268,217.0
18269,217.0
18270,217.0
18271,217.0
18272,217.0
18273,217.0
18274,217.0
18275,217.0
18276,217.0
18277,217.0
18278,217.0
18279,217.0
18280,217.0
18281,217.0
18282,217.0
18283,217.0
18284,217.0
18285,217.0
18286,217.0
18287,217.0
18288,218.0
18289,218.0
18290,218.0
18291,218.0
18292,218.0
18293,218.0
18294,218.0
18295,218.0
18296,218.0
18297,218.0
18298,218.0
18299,218.0
18300,218.0
18301,218.0
18302,218.0
18303,218.0
18304,218.0
18305,218.0
18306,218.0
18307,218.0
18308,218.0
18309,218.0
18310,218.0
18311,218.0
18312,218.0
18313,218.0
18314,218.0
18315,218.0
18316,218.0
18317,218.0
18318,218.0
18319,218.0
18320,218.0
18321,218.0
18322,218.0
18323,218.0
18324,218.0
18325,218.0
18326,218.0
18327,218.0
18328,218.0
18329,218.0
18330,218.0
18331,218.0
18332,218.0
18333,218.0
18334,218.0
18335,218.0
18336,218.0
18337,218.0
18338,218.0
18339,218.0
18340,218.0
18341,218.0
18342,218.0
18343,218.0
18344,218.0
18345,218.0
18346,218.0
18347,218.0
18348,218.0
18349,218.0
18350,218.0
18351,218.0
18352,218.0
18353,218.0
18354,218.0
18355,218.0
18356,218.0
18357,218.0
18358,218.0
18359,218.0
18360,218.0
18361,218.0
18362,218.0
18363,218.0
18364,218.0
18365,218.0
18366,218.0
18367,218.0
18368,218.0
18369,218.0
18370,218.0
18371,218.0
18372,218.0
18373,218.0
18374,218.0
18375,218.0
18376,218.0
18377,218.0
18378,218.0
18379,218.0
18380,218.0
18381,218.0
18382,218.0
18383,218.0
18384,218.0
18385,218.0
18386,218.0
18387,218.0
18388,218.0
18389,218.0
18390,218.0
18391,218.0
18392,218.0
18393,218.0
18394,218.0
18395,219.0
18396,219.0
18397,219.0
18398,219.0
18399,219.0
18400,219.0
18401,219.0
18402,219.0
18403,219.0
18404,219.0
18405,219.0
18406,219.0
18407,219.0
18408,219.0
18409,219.0
18410,219.0
18411,219.0
18412,219.0
18413,219.0
18414,219.0
18415,219.0
18416,219.0
18417,219.0
18418,219.0
18419,219.0
18420,219.0
18421,219.0
18422,219.0
18423,219.0
18424,219.0
18425,219.0
18426,219.0
18427,219.0
18428,219.0
18429,219.0
18430,219.0
18431,219.0
18432,219.0
18433,219.0
18434,219.0
18435,219.0
18436,219.0
18437,219.0
18438,219.0
18439,219.0
18440,219.0
18441,219.0
18442,219.0
18443,219.0
18444,219.0
18445,219.0
18446,219.0
18447,219.0
18448,219.0
18449,219.0
18450,219.0
18451,219.0
18452,219.0
18453,219.0
18454,219.0
18455,219.0
18456,219.0
18457,219.0
18458,219.0
18459,219.0
18460,219.0
18461,219.0
18462,219.0
18463,219.0
18464,219.0
18465,219.0
18466,219.0
18467,219.0
18468,219.0
18469,219.0
18470,219.0
18471,219.0
18472,219.0
18473,219.0
18474,219.0
18475,219.0
18476,219.0
18477,219.0
18478,219.0
18479,219.0
18480,219.0
18481,219.0
18482,219.0
18483,219.0
18484,219.0
18485,220.0
18486,220.0
18487,220.0
18488,220.0
18489,220.0
18490,220.0
18491,220.0
18492,220.0
18493,220.0
18494,220.0
18495,220.0
18496,220.0
18497,220.0
18498,220.0
18499,220.0
18500,220.0
18501,220.0
18502,220.0
18503,220.0
18504,220.0
18505,220.0
18506,220.0
18507,220.0
18508,220.0
18509,220.0
18510,220.0
18511,220.0
18512,220.0
18513,220.0
18514,220.0
18515,220.0
18516,220.0
18517,220.0
18518,220.0
18519,220.0
18520,220.0
